Train No.,train Name,stopNumber,station Code,Station Name,Arrival time,Departure time,Distance
12151,SAMARSATA EXP  ,24,SRC ,SANTRAGACHI JN ,7:42:00,7:44:00,2074
12151,SAMARSATA EXP  ,25,HWH ,HOWRAH JN      ,8:25:00,0:00:00,2081
12152,SAMARSATA EXP  ,1,HWH ,HOWRAH JN      ,0:00:00,21:15:00,0
12152,SAMARSATA EXP  ,2,KGP ,KHARAGPUR JN   ,23:00:00,23:05:00,116
12152,SAMARSATA EXP  ,3,NMP ,NIMPURA        ,23:10:00,23:11:00,122
12152,SAMARSATA EXP  ,4,GKL ,GOKULPUR       ,23:20:00,23:21:00,132
12152,SAMARSATA EXP  ,5,MDN ,MIDNAPORE      ,23:48:00,23:50:00,139
12152,SAMARSATA EXP  ,6,BQA ,BANKURA        ,1:03:00,1:05:00,241
12152,SAMARSATA EXP  ,7,ADRA,ADRA JN        ,1:50:00,1:55:00,294
12152,SAMARSATA EXP  ,8,PRR ,PURULIA JN     ,2:38:00,2:40:00,333
12152,SAMARSATA EXP  ,9,CKP ,CHAKRADHARPUR  ,4:30:00,4:35:00,451
12152,SAMARSATA EXP  ,10,ROU ,ROURKELA       ,6:00:00,6:15:00,552
12152,SAMARSATA EXP  ,11,JSG ,JHARSUGUDA JN  ,7:50:00,7:55:00,654
12152,SAMARSATA EXP  ,12,RIG ,RAIGARH        ,8:41:00,8:43:00,727
12152,SAMARSATA EXP  ,13,BSP ,BILASPUR JN    ,11:00:00,11:15:00,859
12152,SAMARSATA EXP  ,14,R   ,RAIPUR JN      ,12:45:00,12:55:00,970
12152,SAMARSATA EXP  ,15,DURG,DURG           ,13:45:00,13:50:00,1006
12152,SAMARSATA EXP  ,16,RJN ,RAJ NANDGAON   ,14:11:00,14:13:00,1036
12152,SAMARSATA EXP  ,17,G   ,GONDIA JN      ,15:38:00,15:40:00,1140
12152,SAMARSATA EXP  ,18,NGP ,NAGPUR         ,17:50:00,18:00:00,1270
12152,SAMARSATA EXP  ,19,BD  ,BADNERA JN     ,20:45:00,20:48:00,1444
12152,SAMARSATA EXP  ,20,AK  ,AKOLA JN       ,21:40:00,21:45:00,1523
12152,SAMARSATA EXP  ,21,BSL ,BHUSAVAL JN    ,23:40:00,23:50:00,1663
12152,SAMARSATA EXP  ,22,NK  ,NASIK ROAD     ,3:24:00,3:25:00,1920
12152,SAMARSATA EXP  ,23,IGP ,IGATPURI       ,4:39:00,4:40:00,1970
12152,SAMARSATA EXP  ,24,KYN ,KALYAN JN      ,6:27:00,6:30:00,2054
12152,SAMARSATA EXP  ,25,LTT ,LOKMANYATILAK T,7:30:00,0:00:00,2091
12153,HABIBGANJ EXP  ,1,LTT ,LOKMANYATILAK T,0:00:00,16:25:00,0
12153,HABIBGANJ EXP  ,2,TNA ,THANE          ,16:43:00,16:45:00,18
12153,HABIBGANJ EXP  ,3,KYN ,KALYAN JN      ,17:07:00,17:10:00,38
12153,HABIBGANJ EXP  ,4,IGP ,IGATPURI       ,18:48:00,18:50:00,121
12153,HABIBGANJ EXP  ,5,BSL ,BHUSAVAL JN    ,22:30:00,22:40:00,429
12153,HABIBGANJ EXP  ,6,KNW ,KHANDWA        ,1:05:00,1:10:00,552
12153,HABIBGANJ EXP  ,7,HD  ,HARDA          ,2:18:00,2:20:00,660
12153,HABIBGANJ EXP  ,8,ET  ,ITARSI JN      ,3:35:00,3:40:00,736
12153,HABIBGANJ EXP  ,9,HBD ,HOSHANGABAD    ,4:03:00,4:05:00,753
12153,HABIBGANJ EXP  ,10,HBJ ,HABIBGANJ      ,5:30:00,0:00:00,821
12154,HBJ LTT SUP EXP,1,HBJ ,HABIBGANJ      ,0:00:00,18:20:00,0
12154,HBJ LTT SUP EXP,2,HBD ,HOSHANGABAD    ,19:16:00,19:18:00,68
12154,HBJ LTT SUP EXP,3,ET  ,ITARSI JN      ,19:45:00,19:50:00,86
12154,HBJ LTT SUP EXP,4,HD  ,HARDA          ,20:39:00,20:41:00,162
12154,HBJ LTT SUP EXP,5,KNW ,KHANDWA        ,22:25:00,22:30:00,270
12154,HBJ LTT SUP EXP,6,BSL ,BHUSAVAL JN    ,0:05:00,0:15:00,393
12154,HBJ LTT SUP EXP,7,NK  ,NASIK ROAD     ,3:48:00,3:50:00,650
12154,HBJ LTT SUP EXP,8,IGP ,IGATPURI       ,4:38:00,4:40:00,701
12154,HBJ LTT SUP EXP,9,KYN ,KALYAN JN      ,6:27:00,6:30:00,784
12154,HBJ LTT SUP EXP,10,TNA ,THANE          ,6:48:00,6:50:00,804
12154,HBJ LTT SUP EXP,11,LTT ,LOKMANYATILAK T,7:30:00,0:00:00,821
12155,BHOPAL  EXPRESS,1,HBJ ,HABIBGANJ      ,0:00:00,21:05:00,0
12155,BHOPAL  EXPRESS,2,BPL ,BHOPAL  JN     ,21:15:00,21:20:00,7
12155,BHOPAL  EXPRESS,3,BHS ,VIDISHA        ,22:08:00,22:10:00,60
12155,BHOPAL  EXPRESS,4,BAQ ,GANJ BASODA    ,22:39:00,22:41:00,99
12155,BHOPAL  EXPRESS,5,BINA,BINA JN        ,23:32:00,23:35:00,145
12155,BHOPAL  EXPRESS,6,JHS ,JHANSI JN      ,1:35:00,1:45:00,297
12155,BHOPAL  EXPRESS,7,GWL ,GWALIOR        ,2:55:00,3:00:00,395
12155,BHOPAL  EXPRESS,8,MRA ,MORENA         ,3:25:00,3:27:00,433
12155,BHOPAL  EXPRESS,9,AGC ,AGRA CANTT     ,4:47:00,4:50:00,513
12155,BHOPAL  EXPRESS,10,NZM ,H NIZAMUDDIN   ,8:00:00,0:00:00,700
12156,BHOPAL  EXPRESS,1,NZM ,H NIZAMUDDIN   ,0:00:00,20:55:00,0
12156,BHOPAL  EXPRESS,2,AGC ,AGRA CANTT     ,23:35:00,23:38:00,188
12156,BHOPAL  EXPRESS,3,MRA ,MORENA         ,0:31:00,0:33:00,268
12156,BHOPAL  EXPRESS,4,GWL ,GWALIOR        ,1:07:00,1:10:00,306
12156,BHOPAL  EXPRESS,5,JHS ,JHANSI JN      ,2:33:00,2:43:00,403
12156,BHOPAL  EXPRESS,6,BINA,BINA JN        ,4:25:00,4:27:00,556
12156,BHOPAL  EXPRESS,7,BAQ ,GANJ BASODA    ,4:59:00,5:01:00,601
12156,BHOPAL  EXPRESS,8,BHS ,VIDISHA        ,5:29:00,5:31:00,641
12156,BHOPAL  EXPRESS,9,BPL ,BHOPAL  JN     ,6:25:00,6:30:00,694
12156,BHOPAL  EXPRESS,10,HBJ ,HABIBGANJ      ,7:05:00,0:00:00,700
12157,HUTATMA EXPRESS,1,PUNE,PUNE JN        ,0:00:00,18:00:00,0
12157,HUTATMA EXPRESS,2,DD  ,DAUND JN       ,19:00:00,19:02:00,76
12157,HUTATMA EXPRESS,3,KWV ,KURDUVADI      ,20:28:00,20:30:00,185
12157,HUTATMA EXPRESS,4,SUR ,SOLAPUR JN     ,22:00:00,0:00:00,264
12158,HUTATMA EXPRESS,1,SUR ,SOLAPUR JN     ,0:00:00,6:30:00,0
12158,HUTATMA EXPRESS,2,KWV ,KURDUVADI      ,7:30:00,7:32:00,79
12158,HUTATMA EXPRESS,3,DD  ,DAUND JN       ,9:18:00,9:20:00,188
12158,HUTATMA EXPRESS,4,PUNE,PUNE JN        ,10:30:00,0:00:00,264
12159,AMI JBP SUP EXP,1,AMI ,AMRAVATI       ,0:00:00,17:45:00,0
12159,AMI JBP SUP EXP,2,BD  ,BADNERA JN     ,18:00:00,18:01:00,10
12159,AMI JBP SUP EXP,3,TMT ,TIMTALA        ,18:13:00,18:15:00,18
12159,AMI JBP SUP EXP,4,DMN ,DHAMANGAON     ,18:50:00,18:52:00,56
12159,AMI JBP SUP EXP,5,PLO ,PULGAON JN     ,19:08:00,19:10:00,76
12159,AMI JBP SUP EXP,6,WR  ,WARDHA JN      ,19:33:00,19:36:00,105
12159,AMI JBP SUP EXP,7,NGP ,NAGPUR         ,21:30:00,21:40:00,184
12159,AMI JBP SUP EXP,8,KATL,KATOL          ,22:10:00,22:12:00,244
12159,AMI JBP SUP EXP,9,NRKR,NARKHER        ,22:30:00,22:32:00,269
12159,AMI JBP SUP EXP,10,PAR ,PANDHURNA      ,22:48:00,22:50:00,288
12159,AMI JBP SUP EXP,11,AMLA,AMLA JN        ,23:54:00,23:56:00,351
12159,AMI JBP SUP EXP,12,BZU ,BETUL          ,0:15:00,0:17:00,374
12159,AMI JBP SUP EXP,13,ET  ,ITARSI JN      ,2:35:00,2:45:00,481
12159,AMI JBP SUP EXP,14,SGP ,SOHAGPUR       ,3:31:00,3:33:00,530
12159,AMI JBP SUP EXP,15,PPI ,PIPARIYA       ,3:53:00,3:55:00,548
12159,AMI JBP SUP EXP,16,GAR ,GADARWARA      ,4:28:00,4:30:00,598
12159,AMI JBP SUP EXP,17,KY  ,KARELI         ,4:48:00,4:50:00,626
12159,AMI JBP SUP EXP,18,NU  ,NARSINGHPUR    ,5:13:00,5:15:00,642
12159,AMI JBP SUP EXP,19,SRID,SHRIDHAM       ,5:48:00,5:50:00,673
12159,AMI JBP SUP EXP,20,MML ,MADAN MAHAL    ,6:28:00,6:30:00,723
12159,AMI JBP SUP EXP,21,JBP ,JABALPUR       ,6:55:00,0:00:00,726
12160,JBP AMI SUP EXP,1,JBP ,JABALPUR       ,0:00:00,20:50:00,0
12160,JBP AMI SUP EXP,2,MML ,MADAN MAHAL    ,20:57:00,20:59:00,4
12160,JBP AMI SUP EXP,3,SRID,SHRIDHAM       ,21:30:00,21:32:00,54
12160,JBP AMI SUP EXP,4,NU  ,NARSINGHPUR    ,22:07:00,22:09:00,85
12160,JBP AMI SUP EXP,5,KY  ,KARELI         ,22:24:00,22:26:00,100
12160,JBP AMI SUP EXP,6,GAR ,GADARWARA      ,22:46:00,22:48:00,129
12160,JBP AMI SUP EXP,7,PPI ,PIPARIYA       ,23:21:00,23:23:00,178
12160,JBP AMI SUP EXP,8,SGP ,SOHAGPUR       ,23:38:00,23:40:00,196
12160,JBP AMI SUP EXP,9,ET  ,ITARSI JN      ,1:05:00,1:40:00,246
12160,JBP AMI SUP EXP,10,BZU ,BETUL          ,3:03:00,3:05:00,352
12160,JBP AMI SUP EXP,11,AMLA,AMLA JN        ,3:26:00,3:28:00,375
12160,JBP AMI SUP EXP,12,PAR ,PANDHURNA      ,4:23:00,4:25:00,439
12160,JBP AMI SUP EXP,13,NRKR,NARKHER        ,4:51:00,4:53:00,457
12160,JBP AMI SUP EXP,14,KATL,KATOL          ,5:03:00,5:05:00,482
12160,JBP AMI SUP EXP,15,NGP ,NAGPUR         ,6:25:00,6:35:00,543
12160,JBP AMI SUP EXP,16,WR  ,WARDHA JN      ,7:40:00,7:43:00,621
12160,JBP AMI SUP EXP,17,PLO ,PULGAON JN     ,8:05:00,8:07:00,651
12160,JBP AMI SUP EXP,18,DMN ,DHAMANGAON     ,8:33:00,8:35:00,671
12160,JBP AMI SUP EXP,19,TMT ,TIMTALA        ,9:06:00,9:08:00,708
12160,JBP AMI SUP EXP,20,BD  ,BADNERA JN     ,9:15:00,9:35:00,717
12160,JBP AMI SUP EXP,21,AMI ,AMRAVATI       ,9:45:00,0:00:00,726
12161,LASHKAR EXPRESS,1,LTT ,LOKMANYATILAK T,0:00:00,16:25:00,0
12161,LASHKAR EXPRESS,2,TNA ,THANE          ,16:43:00,16:45:00,18
12161,LASHKAR EXPRESS,3,KYN ,KALYAN JN      ,17:07:00,17:10:00,38
12161,LASHKAR EXPRESS,4,IGP ,IGATPURI       ,18:48:00,18:50:00,121
12161,LASHKAR EXPRESS,5,NK  ,NASIK ROAD     ,19:38:00,19:40:00,172
12161,LASHKAR EXPRESS,6,MMR ,MANMAD JN      ,20:27:00,20:30:00,245
12161,LASHKAR EXPRESS,7,JL  ,JALGAON JN     ,22:03:00,22:05:00,405
12161,LASHKAR EXPRESS,8,BSL ,BHUSAVAL JN    ,22:30:00,22:40:00,429
12161,LASHKAR EXPRESS,9,BAU ,BURHANPUR      ,23:28:00,23:30:00,483
12161,LASHKAR EXPRESS,10,KNW ,KHANDWA        ,1:05:00,1:10:00,552
12161,LASHKAR EXPRESS,11,HD  ,HARDA          ,2:18:00,2:20:00,660
12161,LASHKAR EXPRESS,12,TBN ,TIMARNI        ,2:33:00,2:35:00,674
12161,LASHKAR EXPRESS,13,ET  ,ITARSI JN      ,3:35:00,3:40:00,736
12161,LASHKAR EXPRESS,14,HBJ ,HABIBGANJ      ,5:10:00,5:12:00,821
12161,LASHKAR EXPRESS,15,BPL ,BHOPAL  JN     ,5:25:00,5:30:00,827
12161,LASHKAR EXPRESS,16,BINA,BINA JN        ,7:25:00,7:30:00,966
12161,LASHKAR EXPRESS,17,JHS ,JHANSI JN      ,9:30:00,9:40:00,1118
12161,LASHKAR EXPRESS,18,DBA ,DABRA          ,10:17:00,10:19:00,1173
12161,LASHKAR EXPRESS,19,GWL ,GWALIOR        ,10:56:00,11:01:00,1215
12161,LASHKAR EXPRESS,20,MRA ,MORENA         ,11:26:00,11:28:00,1254
12161,LASHKAR EXPRESS,21,AGC ,AGRA CANTT     ,12:55:00,0:00:00,1334
12162,LASHKAR EXPRESS,1,AGC ,AGRA CANTT     ,0:00:00,23:50:00,0
12162,LASHKAR EXPRESS,2,MRA ,MORENA         ,0:45:00,0:47:00,80
12162,LASHKAR EXPRESS,3,GWL ,GWALIOR        ,1:40:00,1:45:00,119
12162,LASHKAR EXPRESS,4,DBA ,DABRA          ,2:18:00,2:20:00,161
12162,LASHKAR EXPRESS,5,DAA ,DATIA          ,2:54:00,2:56:00,191
12162,LASHKAR EXPRESS,6,JHS ,JHANSI JN      ,3:25:00,3:35:00,216
12162,LASHKAR EXPRESS,7,BINA,BINA JN        ,6:10:00,6:15:00,369
12162,LASHKAR EXPRESS,8,BPL ,BHOPAL  JN     ,8:10:00,8:15:00,507
12162,LASHKAR EXPRESS,9,HBJ ,HABIBGANJ      ,8:25:00,8:27:00,513
12162,LASHKAR EXPRESS,10,ET  ,ITARSI JN      ,9:55:00,10:05:00,599
12162,LASHKAR EXPRESS,11,TBN ,TIMARNI        ,10:41:00,10:43:00,660
12162,LASHKAR EXPRESS,12,HD  ,HARDA          ,10:57:00,10:59:00,674
12162,LASHKAR EXPRESS,13,KNW ,KHANDWA        ,13:00:00,13:05:00,782
12162,LASHKAR EXPRESS,14,BAU ,BURHANPUR      ,13:58:00,14:00:00,851
12162,LASHKAR EXPRESS,15,BSL ,BHUSAVAL JN    ,14:40:00,14:50:00,906
12162,LASHKAR EXPRESS,16,JL  ,JALGAON JN     ,15:18:00,15:20:00,930
12162,LASHKAR EXPRESS,17,MMR ,MANMAD JN      ,17:17:00,17:20:00,1089
12162,LASHKAR EXPRESS,18,NK  ,NASIK ROAD     ,18:23:00,18:25:00,1163
12162,LASHKAR EXPRESS,19,IGP ,IGATPURI       ,19:53:00,19:55:00,1213
12162,LASHKAR EXPRESS,20,KYN ,KALYAN JN      ,21:32:00,21:35:00,1296
12162,LASHKAR EXPRESS,21,TNA ,THANE          ,21:53:00,21:55:00,1317
12162,LASHKAR EXPRESS,22,LTT ,LOKMANYATILAK T,22:35:00,0:00:00,1334
12163,CHENNAI EXPRESS,1,DR  ,DADAR          ,0:00:00,20:30:00,0
12163,CHENNAI EXPRESS,2,KYN ,KALYAN JN      ,21:05:00,21:10:00,45
12163,CHENNAI EXPRESS,3,LNL ,LONAVALA       ,22:38:00,22:40:00,119
12163,CHENNAI EXPRESS,4,PUNE,PUNE JN        ,0:05:00,0:10:00,183
12163,CHENNAI EXPRESS,5,SUR ,SOLAPUR JN     ,3:55:00,4:05:00,447
12163,CHENNAI EXPRESS,6,GR  ,GULBARGA       ,6:08:00,6:10:00,560
12163,CHENNAI EXPRESS,7,SDB ,SHAHABAD       ,6:33:00,6:35:00,586
12163,CHENNAI EXPRESS,8,WADI,WADI           ,7:15:00,7:20:00,596
12163,CHENNAI EXPRESS,9,YG  ,YADGIR         ,7:50:00,7:52:00,635
12163,CHENNAI EXPRESS,10,SADP,SAIDAPUR       ,8:08:00,8:10:00,658
12163,CHENNAI EXPRESS,11,RC  ,RAICHUR        ,8:48:00,8:50:00,704
12163,CHENNAI EXPRESS,12,MALM,MANTHRALAYAM RD,9:23:00,9:25:00,732
12163,CHENNAI EXPRESS,13,AD  ,ADONI          ,9:58:00,10:00:00,773
12163,CHENNAI EXPRESS,14,GTL ,GUNTAKAL JN    ,11:00:00,11:15:00,825
12163,CHENNAI EXPRESS,15,GY  ,GOOTY          ,11:40:00,11:42:00,853
12163,CHENNAI EXPRESS,16,TU  ,TADIPATRI      ,12:23:00,12:25:00,901
12163,CHENNAI EXPRESS,17,YA  ,YERRAGUNTLA    ,13:23:00,13:25:00,970
12163,CHENNAI EXPRESS,18,HX  ,CUDDAPAH       ,14:08:00,14:10:00,1009
12163,CHENNAI EXPRESS,19,RJP ,RAZAMPETA      ,15:08:00,15:10:00,1060
12163,CHENNAI EXPRESS,20,KOU ,KODURU         ,15:38:00,15:40:00,1094
12163,CHENNAI EXPRESS,21,RU  ,RENIGUNTA JN   ,16:55:00,17:00:00,1134
12163,CHENNAI EXPRESS,22,AJJ ,ARAKKONAM      ,18:03:00,18:05:00,1207
12163,CHENNAI EXPRESS,23,PER ,PERAMBUR       ,18:53:00,18:55:00,1270
12163,CHENNAI EXPRESS,24,MSB ,CHENNAI BEACH  ,19:01:00,19:02:00,1277
12163,CHENNAI EXPRESS,25,MS  ,CHENNAI EGMORE ,19:45:00,0:00:00,1281
12164,CHENNAI EXP    ,1,MS  ,CHENNAI EGMORE ,0:00:00,6:50:00,0
12164,CHENNAI EXP    ,2,MSB ,CHENNAI BEACH  ,7:00:00,7:01:00,5
12164,CHENNAI EXP    ,3,RU  ,RENIGUNTA JN   ,9:20:00,9:25:00,147
12164,CHENNAI EXP    ,4,KOU ,KODURU         ,10:09:00,10:10:00,188
12164,CHENNAI EXP    ,5,RJP ,RAZAMPETA      ,10:34:00,10:35:00,221
12164,CHENNAI EXP    ,6,HX  ,CUDDAPAH       ,11:24:00,11:25:00,272
12164,CHENNAI EXP    ,7,YA  ,YERRAGUNTLA    ,12:04:00,12:05:00,311
12164,CHENNAI EXP    ,8,TU  ,TADIPATRI      ,13:09:00,13:10:00,380
12164,CHENNAI EXP    ,9,GY  ,GOOTY          ,13:54:00,13:55:00,428
12164,CHENNAI EXP    ,10,GTL ,GUNTAKAL JN    ,14:45:00,15:00:00,457
12164,CHENNAI EXP    ,11,AD  ,ADONI          ,15:39:00,15:40:00,508
12164,CHENNAI EXP    ,12,MALM,MANTHRALAYAM RD,16:19:00,16:20:00,550
12164,CHENNAI EXP    ,13,RC  ,RAICHUR        ,16:49:00,16:50:00,578
12164,CHENNAI EXP    ,14,SADP,SAIDAPUR       ,17:29:00,17:30:00,623
12164,CHENNAI EXP    ,15,YG  ,YADGIR         ,17:54:00,17:55:00,646
12164,CHENNAI EXP    ,16,WADI,WADI           ,19:05:00,19:10:00,685
12164,CHENNAI EXP    ,17,SDB ,SHAHABAD       ,19:22:00,19:23:00,696
12164,CHENNAI EXP    ,18,GR  ,GULBARGA       ,19:49:00,19:50:00,722
12164,CHENNAI EXP    ,19,SUR ,SOLAPUR JN     ,21:50:00,22:00:00,835
12164,CHENNAI EXP    ,20,PUNE,PUNE JN        ,2:25:00,2:35:00,1098
12164,CHENNAI EXP    ,21,LNL ,LONAVALA       ,3:34:00,3:35:00,1162
12164,CHENNAI EXP    ,22,KYN ,KALYAN JN      ,4:59:00,5:00:00,1237
12164,CHENNAI EXP    ,23,DR  ,DADAR          ,6:00:00,0:00:00,1281
12165,LTT BSB SUP EXP,1,LTT ,LOKMANYATILAK T,0:00:00,5:20:00,0
12165,LTT BSB SUP EXP,2,TNA ,THANE          ,5:38:00,5:40:00,18
12165,LTT BSB SUP EXP,3,KYN ,KALYAN JN      ,6:05:00,6:08:00,38
12165,LTT BSB SUP EXP,4,IGP ,IGATPURI       ,7:53:00,7:55:00,121
12165,LTT BSB SUP EXP,5,NK  ,NASIK ROAD     ,8:43:00,8:45:00,172
12165,LTT BSB SUP EXP,6,MMR ,MANMAD JN      ,9:35:00,9:40:00,245
12165,LTT BSB SUP EXP,7,JL  ,JALGAON JN     ,11:18:00,11:20:00,405
12165,LTT BSB SUP EXP,8,BSL ,BHUSAVAL JN    ,11:45:00,12:00:00,429
12165,LTT BSB SUP EXP,9,ET  ,ITARSI JN      ,17:00:00,17:10:00,736
12165,LTT BSB SUP EXP,10,JBP ,JABALPUR       ,20:40:00,20:50:00,981
12165,LTT BSB SUP EXP,11,STA ,SATNA          ,0:01:00,0:10:00,1170
12165,LTT BSB SUP EXP,12,ALD ,ALLAHABAD JN   ,3:55:00,4:15:00,1348
12165,LTT BSB SUP EXP,13,JNH ,JANGHAI JN     ,5:17:00,5:19:00,1407
12165,LTT BSB SUP EXP,14,BOY ,BHADOHI        ,5:48:00,5:50:00,1438
12165,LTT BSB SUP EXP,15,BSB ,VARANASI JN    ,7:05:00,0:00:00,1482
12166,BSB LTT SUP EXP,1,BSB ,VARANASI JN    ,0:00:00,20:20:00,0
12166,BSB LTT SUP EXP,2,BOY ,BHADOHI        ,20:57:00,20:59:00,45
12166,BSB LTT SUP EXP,3,JNH ,JANGHAI JN     ,21:26:00,21:28:00,76
12166,BSB LTT SUP EXP,4,ALD ,ALLAHABAD JN   ,23:00:00,23:30:00,135
12166,BSB LTT SUP EXP,5,STA ,SATNA          ,2:15:00,2:25:00,313
12166,BSB LTT SUP EXP,6,JBP ,JABALPUR       ,4:50:00,5:00:00,502
12166,BSB LTT SUP EXP,7,ET  ,ITARSI JN      ,8:55:00,9:05:00,747
12166,BSB LTT SUP EXP,8,BSL ,BHUSAVAL JN    ,13:35:00,13:45:00,1054
12166,BSB LTT SUP EXP,9,JL  ,JALGAON JN     ,14:13:00,14:15:00,1078
12166,BSB LTT SUP EXP,10,MMR ,MANMAD JN      ,15:55:00,16:00:00,1238
12166,BSB LTT SUP EXP,11,NK  ,NASIK ROAD     ,16:58:00,17:00:00,1311
12166,BSB LTT SUP EXP,12,IGP ,IGATPURI       ,18:33:00,18:35:00,1362
12166,BSB LTT SUP EXP,13,KYN ,KALYAN JN      ,20:22:00,20:25:00,1445
12166,BSB LTT SUP EXP,14,TNA ,THANE          ,20:48:00,20:50:00,1465
12166,BSB LTT SUP EXP,15,LTT ,LOKMANYATILAK T,21:30:00,0:00:00,1482
12167,LTT BSB SUP EXP,1,LTT ,LOKMANYATILAK T,0:00:00,0:35:00,0
12167,LTT BSB SUP EXP,2,KYN ,KALYAN JN      ,1:20:00,1:23:00,38
12167,LTT BSB SUP EXP,3,IGP ,IGATPURI       ,3:13:00,3:15:00,121
12167,LTT BSB SUP EXP,4,NK  ,NASIK ROAD     ,4:08:00,4:10:00,172
12167,LTT BSB SUP EXP,5,BSL ,BHUSAVAL JN    ,7:15:00,7:30:00,429
12167,LTT BSB SUP EXP,6,KNW ,KHANDWA        ,10:10:00,10:15:00,552
12167,LTT BSB SUP EXP,7,ET  ,ITARSI JN      ,13:05:00,13:15:00,736
12167,LTT BSB SUP EXP,8,JBP ,JABALPUR       ,16:20:00,16:40:00,981
12167,LTT BSB SUP EXP,9,KTE ,KATNI          ,17:50:00,17:55:00,1072
12167,LTT BSB SUP EXP,10,MYR ,MAIHAR         ,18:55:00,18:57:00,1135
12167,LTT BSB SUP EXP,11,STA ,SATNA          ,19:35:00,19:45:00,1170
12167,LTT BSB SUP EXP,12,MKP ,MANIKPUR JN    ,22:10:00,22:12:00,1247
12167,LTT BSB SUP EXP,13,COI ,CHEOKI         ,23:35:00,23:40:00,1339
12167,LTT BSB SUP EXP,14,BSB ,VARANASI JN    ,3:45:00,0:00:00,1472
12168,BSB LTT SUP EXP,1,BSB ,VARANASI JN    ,0:00:00,10:25:00,0
12168,BSB LTT SUP EXP,2,COI ,CHEOKI         ,12:57:00,13:02:00,134
12168,BSB LTT SUP EXP,3,MKP ,MANIKPUR JN    ,14:28:00,14:30:00,226
12168,BSB LTT SUP EXP,4,STA ,SATNA          ,16:00:00,16:10:00,303
12168,BSB LTT SUP EXP,5,KTE ,KATNI          ,17:20:00,17:25:00,401
12168,BSB LTT SUP EXP,6,JBP ,JABALPUR       ,18:45:00,18:55:00,492
12168,BSB LTT SUP EXP,7,ET  ,ITARSI JN      ,23:10:00,23:20:00,737
12168,BSB LTT SUP EXP,8,KNW ,KHANDWA        ,3:05:00,3:10:00,921
12168,BSB LTT SUP EXP,9,BSL ,BHUSAVAL JN    ,4:45:00,4:55:00,1044
12168,BSB LTT SUP EXP,10,NK  ,NASIK ROAD     ,7:58:00,8:00:00,1301
12168,BSB LTT SUP EXP,11,IGP ,IGATPURI       ,9:43:00,9:45:00,1352
12168,BSB LTT SUP EXP,12,KYN ,KALYAN JN      ,11:22:00,11:25:00,1435
12168,BSB LTT SUP EXP,13,LTT ,LOKMANYATILAK T,12:25:00,0:00:00,1472
12169,SUR INTERCITY  ,1,PUNE,PUNE JN        ,0:00:00,9:30:00,0
12169,SUR INTERCITY  ,2,URI ,URULI          ,9:56:00,9:57:00,29
12169,SUR INTERCITY  ,3,DD  ,DAUND JN       ,10:30:00,10:32:00,76
12169,SUR INTERCITY  ,4,JEUR,JEUR           ,11:33:00,11:35:00,151
12169,SUR INTERCITY  ,5,KWV ,KURDUVADI      ,11:58:00,12:00:00,185
12169,SUR INTERCITY  ,6,SUR ,SOLAPUR JN     ,13:30:00,0:00:00,264
12170,PUNE INTERCITY ,1,SUR ,SOLAPUR JN     ,0:00:00,14:00:00,0
12170,PUNE INTERCITY ,2,KWV ,KURDUVADI      ,14:58:00,15:00:00,79
12170,PUNE INTERCITY ,3,JEUR,JEUR           ,15:28:00,15:30:00,114
12170,PUNE INTERCITY ,4,DD  ,DAUND JN       ,16:43:00,16:45:00,188
12170,PUNE INTERCITY ,5,URI ,URULI          ,17:21:00,17:22:00,235
12170,PUNE INTERCITY ,6,PUNE,PUNE JN        ,18:05:00,0:00:00,264
