Train No.,train Name,stopNumber,station Code,Station Name,Arrival time,Departure time,Distance
12139,SEWAGRAM  EXP  ,5,NGI ,NAGARI         ,8:21:00,8:22:00,808
12139,SEWAGRAM  EXP  ,6,CKNI,CHIKNI ROAD    ,8:33:00,8:34:00,821
12139,SEWAGRAM  EXP  ,6,IGP ,IGATPURI       ,17:45:00,17:50:00,137
12139,SEWAGRAM  EXP  ,7,DVL ,DEVLALI        ,18:23:00,18:25:00,182
12139,SEWAGRAM  EXP  ,7,WRR ,WARORA         ,8:44:00,8:45:00,831
12139,SEWAGRAM  EXP  ,8,MJRI,MAJRI JN       ,8:55:00,8:56:00,843
12139,SEWAGRAM  EXP  ,8,NK  ,NASIK ROAD     ,18:33:00,18:35:00,188
12139,SEWAGRAM  EXP  ,9,BUX ,BHANDAK        ,9:06:00,9:07:00,853
12139,SEWAGRAM  EXP  ,9,NR  ,NIPHAD         ,18:58:00,19:00:00,219
12139,SEWAGRAM  EXP  ,10,LS  ,LASALGAON      ,19:18:00,19:20:00,236
12139,SEWAGRAM  EXP  ,10,TAE ,TADALI         ,9:15:00,9:16:00,862
12139,SEWAGRAM  EXP  ,11,CD  ,CHANDRAPUR     ,9:36:00,9:37:00,877
12139,SEWAGRAM  EXP  ,11,MMR ,MANMAD JN      ,19:45:00,19:50:00,261
12139,SEWAGRAM  EXP  ,12,BUPH,BABUPETH       ,9:49:00,9:50:00,882
12139,SEWAGRAM  EXP  ,12,NGN ,NANDGAON       ,20:08:00,20:10:00,286
12139,SEWAGRAM  EXP  ,13,CSN ,CHALISGAON JN  ,20:38:00,20:40:00,328
12139,SEWAGRAM  EXP  ,13,GNVR,GONDWANAVISAPUR,9:53:00,9:55:00,886
12139,SEWAGRAM  EXP  ,14,BPQ ,BALHARSHAH     ,10:40:00,0:00:00,891
12139,SEWAGRAM  EXP  ,14,PC  ,PACHORA JN     ,21:08:00,21:10:00,373
12139,SEWAGRAM  EXP  ,15,JL  ,JALGAON JN     ,21:48:00,21:50:00,420
12139,SEWAGRAM  EXP  ,16,BSL ,BHUSAVAL JN    ,22:15:00,22:25:00,445
12139,SEWAGRAM  EXP  ,17,VNA ,VARANGAON      ,22:43:00,22:45:00,457
12139,SEWAGRAM  EXP  ,18,BDWD,BODWAD         ,22:58:00,23:00:00,475
12139,SEWAGRAM  EXP  ,19,MKU ,MALKAPUR       ,23:17:00,23:19:00,495
12139,SEWAGRAM  EXP  ,20,NN  ,NANDURA        ,23:38:00,23:40:00,523
12139,SEWAGRAM  EXP  ,21,JM  ,JALAMB JN      ,0:08:00,0:10:00,535
12139,SEWAGRAM  EXP  ,22,SEG ,SHEGAON        ,0:18:00,0:20:00,547
12139,SEWAGRAM  EXP  ,23,AK  ,AKOLA JN       ,1:00:00,1:05:00,584
12139,SEWAGRAM  EXP  ,24,MZR ,MURTAJAPUR     ,1:35:00,1:37:00,622
12139,SEWAGRAM  EXP  ,25,BD  ,BADNERA JN     ,2:35:00,2:40:00,663
12139,SEWAGRAM  EXP  ,26,CND ,CHANDUR        ,3:05:00,3:07:00,692
12139,SEWAGRAM  EXP  ,27,DMN ,DHAMANGAON     ,3:20:00,3:22:00,709
12139,SEWAGRAM  EXP  ,28,PLO ,PULGAON JN     ,3:37:00,3:39:00,729
12139,SEWAGRAM  EXP  ,29,WR  ,WARDHA JN      ,4:10:00,4:20:00,758
12139,SEWAGRAM  EXP  ,30,SEGM,SEVAGRAM       ,4:25:00,4:27:00,761
12139,SEWAGRAM  EXP  ,31,SNI ,SINDI          ,4:48:00,4:50:00,791
12139,SEWAGRAM  EXP  ,32,AJNI,AJNI           ,5:35:00,5:37:00,834
12139,SEWAGRAM  EXP  ,33,NGP ,NAGPUR         ,6:10:00,0:00:00,837
12140,SEWAGRAM  EXP  ,1,NGP ,NAGPUR         ,0:00:00,21:00:00,0
12140,SEWAGRAM  EXP  ,2,AJNI,AJNI           ,21:06:00,21:08:00,3
12140,SEWAGRAM  EXP  ,3,SNI ,SINDI          ,21:37:00,21:39:00,46
12140,SEWAGRAM  EXP  ,4,SEGM,SEVAGRAM       ,22:03:00,22:05:00,77
12140,SEWAGRAM  EXP  ,5,WR  ,WARDHA JN      ,22:10:00,22:35:00,79
12140,SEWAGRAM  EXP  ,6,PLO ,PULGAON JN     ,22:58:00,23:00:00,109
12140,SEWAGRAM  EXP  ,7,DMN ,DHAMANGAON     ,23:17:00,23:19:00,129
12140,SEWAGRAM  EXP  ,8,CND ,CHANDUR        ,23:33:00,23:35:00,145
12140,SEWAGRAM  EXP  ,9,BD  ,BADNERA JN     ,0:20:00,0:23:00,175
12140,SEWAGRAM  EXP  ,10,MZR ,MURTAJAPUR     ,0:54:00,0:55:00,216
12140,SEWAGRAM  EXP  ,11,AK  ,AKOLA JN       ,1:20:00,1:25:00,253
12140,SEWAGRAM  EXP  ,12,SEG ,SHEGAON        ,1:53:00,1:55:00,291
12140,SEWAGRAM  EXP  ,13,JM  ,JALAMB JN      ,2:03:00,2:05:00,303
12140,SEWAGRAM  EXP  ,14,NN  ,NANDURA        ,2:13:00,2:15:00,315
12140,SEWAGRAM  EXP  ,15,MKU ,MALKAPUR       ,2:38:00,2:40:00,343
12140,SEWAGRAM  EXP  ,16,BDWD,BODWAD         ,2:55:00,2:57:00,363
12140,SEWAGRAM  EXP  ,17,VNA ,VARANGAON      ,3:13:00,3:15:00,381
12140,SEWAGRAM  EXP  ,18,BSL ,BHUSAVAL JN    ,3:40:00,3:50:00,393
12140,SEWAGRAM  EXP  ,19,JL  ,JALGAON JN     ,4:18:00,4:20:00,417
12140,SEWAGRAM  EXP  ,20,PC  ,PACHORA JN     ,4:53:00,4:55:00,465
12140,SEWAGRAM  EXP  ,21,CSN ,CHALISGAON JN  ,5:27:00,5:30:00,510
12140,SEWAGRAM  EXP  ,22,NGN ,NANDGAON       ,5:58:00,6:00:00,552
12140,SEWAGRAM  EXP  ,23,MMR ,MANMAD JN      ,6:22:00,6:25:00,577
12140,SEWAGRAM  EXP  ,24,LS  ,LASALGAON      ,6:43:00,6:45:00,602
12140,SEWAGRAM  EXP  ,25,NR  ,NIPHAD         ,6:58:00,7:00:00,619
12140,SEWAGRAM  EXP  ,26,NK  ,NASIK ROAD     ,7:27:00,7:30:00,650
12140,SEWAGRAM  EXP  ,27,DVL ,DEVLALI        ,7:38:00,7:40:00,656
12140,SEWAGRAM  EXP  ,28,IGP ,IGATPURI       ,8:50:00,8:55:00,701
12140,SEWAGRAM  EXP  ,29,KSRA,KASARA         ,9:33:00,9:35:00,717
12140,SEWAGRAM  EXP  ,30,KYN ,KALYAN JN      ,10:37:00,10:40:00,784
12140,SEWAGRAM  EXP  ,31,TNA ,THANE          ,11:03:00,11:05:00,804
12140,SEWAGRAM  EXP  ,32,DR  ,DADAR          ,11:30:00,11:33:00,828
12140,SEWAGRAM  EXP  ,33,CSTM,MUMBAI CST     ,12:00:00,0:00:00,837
12141,RAJENDRA NGR EX,1,LTT ,LOKMANYATILAK T,0:00:00,23:35:00,0
12141,RAJENDRA NGR EX,2,KYN ,KALYAN JN      ,0:18:00,0:21:00,38
12141,RAJENDRA NGR EX,3,NK  ,NASIK ROAD     ,2:58:00,3:00:00,172
12141,RAJENDRA NGR EX,4,MMR ,MANMAD JN      ,3:58:00,4:00:00,245
12141,RAJENDRA NGR EX,5,JL  ,JALGAON JN     ,5:38:00,5:40:00,405
12141,RAJENDRA NGR EX,6,BSL ,BHUSAVAL JN    ,6:05:00,6:20:00,429
12141,RAJENDRA NGR EX,7,JBP ,JABALPUR       ,14:15:00,14:25:00,981
12141,RAJENDRA NGR EX,8,STA ,SATNA          ,17:15:00,17:25:00,1170
12141,RAJENDRA NGR EX,9,MGS ,MUGHAL SARAI JN,0:30:00,0:40:00,1483
12141,RAJENDRA NGR EX,10,BXR ,BUXAR          ,1:54:00,1:56:00,1577
12141,RAJENDRA NGR EX,11,ARA ,ARA            ,2:39:00,2:41:00,1646
12141,RAJENDRA NGR EX,12,PNBE,PATNA JN       ,4:15:00,4:25:00,1695
12141,RAJENDRA NGR EX,13,RJPB,RAJENDRANAGAR T,4:40:00,0:00:00,1697
12142,RJPB LTT EXP   ,1,RJPB,RAJENDRANAGAR T,0:00:00,10:40:00,0
12142,RJPB LTT EXP   ,2,PNBE,PATNA JN       ,11:00:00,11:10:00,3
12142,RJPB LTT EXP   ,3,ARA ,ARA            ,12:10:00,12:12:00,52
12142,RJPB LTT EXP   ,4,BXR ,BUXAR          ,13:00:00,13:02:00,121
12142,RJPB LTT EXP   ,5,MGS ,MUGHAL SARAI JN,14:35:00,14:50:00,215
12142,RJPB LTT EXP   ,6,STA ,SATNA          ,20:10:00,20:20:00,528
12142,RJPB LTT EXP   ,7,JBP ,JABALPUR       ,23:00:00,23:10:00,717
12142,RJPB LTT EXP   ,8,BSL ,BHUSAVAL JN    ,7:25:00,7:40:00,1269
12142,RJPB LTT EXP   ,9,MMR ,MANMAD JN      ,9:53:00,9:55:00,1453
12142,RJPB LTT EXP   ,10,NK  ,NASIK ROAD     ,10:59:00,11:00:00,1526
12142,RJPB LTT EXP   ,11,KYN ,KALYAN JN      ,14:12:00,14:15:00,1660
12142,RJPB LTT EXP   ,12,LTT ,LOKMANYATILAK T,15:15:00,0:00:00,1697
12143,LTT SLN SUP EXP,1,LTT ,LOKMANYATILAK T,0:00:00,16:40:00,0
12143,LTT SLN SUP EXP,2,NK  ,NASIK ROAD     ,20:43:00,20:45:00,172
12143,LTT SLN SUP EXP,3,MMR ,MANMAD JN      ,21:40:00,21:45:00,245
12143,LTT SLN SUP EXP,4,BSL ,BHUSAVAL JN    ,0:10:00,0:25:00,429
12143,LTT SLN SUP EXP,5,KNW ,KHANDWA        ,2:30:00,2:35:00,552
12143,LTT SLN SUP EXP,6,BPL ,BHOPAL  JN     ,7:10:00,7:20:00,827
12143,LTT SLN SUP EXP,7,BINA,BINA JN        ,9:35:00,9:40:00,966
12143,LTT SLN SUP EXP,8,JHS ,JHANSI JN      ,12:15:00,12:32:00,1118
12143,LTT SLN SUP EXP,9,ORAI,ORAI           ,13:48:00,13:50:00,1232
12143,LTT SLN SUP EXP,10,CNB ,KANPUR CENTRAL ,15:40:00,15:45:00,1338
12143,LTT SLN SUP EXP,11,LKO ,LUCKNOW NR     ,17:15:00,17:25:00,1412
12143,LTT SLN SUP EXP,12,NHH ,NIHALGARH      ,18:52:00,18:54:00,1501
12143,LTT SLN SUP EXP,13,MFKA,MUSAFIR KHANA  ,19:08:00,19:10:00,1520
12143,LTT SLN SUP EXP,14,SLN ,SULTANPUR      ,19:50:00,0:00:00,1551
12144,SLN LTT SF     ,1,SLN ,SULTANPUR      ,0:00:00,23:55:00,0
12144,SLN LTT SF     ,2,MFKA,MUSAFIR KHANA  ,0:19:00,0:21:00,32
12144,SLN LTT SF     ,3,NHH ,NIHALGARH      ,0:36:00,0:38:00,51
12144,SLN LTT SF     ,4,LKO ,LUCKNOW NR     ,2:25:00,2:35:00,140
12144,SLN LTT SF     ,5,CNB ,KANPUR CENTRAL ,4:15:00,4:25:00,214
12144,SLN LTT SF     ,6,ORAI,ORAI           ,6:16:00,6:18:00,320
12144,SLN LTT SF     ,7,JHS ,JHANSI JN      ,10:13:00,10:25:00,434
12144,SLN LTT SF     ,8,BINA,BINA JN        ,12:45:00,12:50:00,586
12144,SLN LTT SF     ,9,BPL ,BHOPAL  JN     ,14:35:00,14:45:00,725
12144,SLN LTT SF     ,10,KNW ,KHANDWA        ,18:45:00,18:50:00,1000
12144,SLN LTT SF     ,11,BSL ,BHUSAVAL JN    ,20:25:00,20:35:00,1123
12144,SLN LTT SF     ,12,MMR ,MANMAD JN      ,22:42:00,22:45:00,1307
12144,SLN LTT SF     ,13,NK  ,NASIK ROAD     ,23:43:00,23:45:00,1380
12144,SLN LTT SF     ,14,LTT ,LOKMANYATILAK T,4:10:00,0:00:00,1551
12145,LTT PURI SUP EX,1,LTT ,LOKMANYATILAK T,0:00:00,20:35:00,0
12145,LTT PURI SUP EX,2,KYN ,KALYAN JN      ,21:15:00,21:18:00,38
12145,LTT PURI SUP EX,3,IGP ,IGATPURI       ,22:58:00,23:00:00,121
12145,LTT PURI SUP EX,4,NK  ,NASIK ROAD     ,23:48:00,23:50:00,172
12145,LTT PURI SUP EX,5,BSL ,BHUSAVAL JN    ,3:00:00,3:10:00,429
12145,LTT PURI SUP EX,6,AK  ,AKOLA JN       ,4:45:00,4:50:00,569
12145,LTT PURI SUP EX,7,BD  ,BADNERA JN     ,7:10:00,7:15:00,647
12145,LTT PURI SUP EX,8,NGP ,NAGPUR         ,10:50:00,11:05:00,821
12145,LTT PURI SUP EX,9,G   ,GONDIA JN      ,12:41:00,12:43:00,951
12145,LTT PURI SUP EX,10,DURG,DURG           ,14:50:00,14:55:00,1085
12145,LTT PURI SUP EX,11,R   ,RAIPUR JN      ,15:35:00,15:55:00,1122
12145,LTT PURI SUP EX,12,MSMD,MAHASAMUND     ,16:50:00,16:52:00,1176
12145,LTT PURI SUP EX,13,KRAR,KHARIAR ROAD   ,17:40:00,17:42:00,1227
12145,LTT PURI SUP EX,14,KBJ ,KANTABANJI     ,18:35:00,18:40:00,1291
12145,LTT PURI SUP EX,15,TIG ,TITLAGARH      ,19:25:00,19:50:00,1325
12145,LTT PURI SUP EX,16,BUDM,BADMAL         ,20:12:00,20:14:00,1345
12145,LTT PURI SUP EX,17,BLGR,BALANGIR       ,20:50:00,20:55:00,1388
12145,LTT PURI SUP EX,18,BRGA,BARGARH ROAD   ,21:45:00,21:47:00,1464
12145,LTT PURI SUP EX,19,SBP ,SAMBALPUR      ,22:50:00,23:00:00,1506
12145,LTT PURI SUP EX,20,SBPD,SAMBALPUR ROAD ,23:05:00,23:07:00,1508
12145,LTT PURI SUP EX,21,ANGL,ANGUL          ,2:00:00,2:02:00,1663
12145,LTT PURI SUP EX,22,TLHR,TALCHER        ,2:35:00,3:00:00,1680
12145,LTT PURI SUP EX,23,DNKL,DHENKANAL      ,3:50:00,3:52:00,1733
12145,LTT PURI SUP EX,24,CTC ,CUTTACK        ,4:45:00,4:50:00,1790
12145,LTT PURI SUP EX,25,BBS ,BHUBANESWAR    ,5:30:00,5:35:00,1817
12145,LTT PURI SUP EX,26,KUR ,KHURDA ROAD JN ,6:10:00,6:15:00,1836
12145,LTT PURI SUP EX,27,PURI,PURI           ,7:45:00,0:00:00,1880
12146,PURI LTT SUP EX,1,PURI,PURI           ,0:00:00,21:25:00,0
12146,PURI LTT SUP EX,2,KUR ,KHURDA ROAD JN ,22:30:00,22:35:00,44
12146,PURI LTT SUP EX,3,BBS ,BHUBANESWAR    ,23:00:00,23:05:00,63
12146,PURI LTT SUP EX,4,CTC ,CUTTACK        ,23:30:00,23:35:00,91
12146,PURI LTT SUP EX,5,NRG ,NERGUNDI       ,23:55:00,23:56:00,102
12146,PURI LTT SUP EX,6,DNKL,DHENKANAL      ,0:31:00,0:32:00,148
12146,PURI LTT SUP EX,7,TLHR,TALCHER        ,1:15:00,1:40:00,200
12146,PURI LTT SUP EX,8,ANGL,ANGUL          ,2:25:00,2:27:00,218
12146,PURI LTT SUP EX,9,SBPD,SAMBALPUR ROAD ,4:29:00,4:30:00,373
12146,PURI LTT SUP EX,10,SBP ,SAMBALPUR      ,5:10:00,5:20:00,375
12146,PURI LTT SUP EX,11,BRGA,BARGARH ROAD   ,5:55:00,5:57:00,417
12146,PURI LTT SUP EX,12,BLGR,BALANGIR       ,6:53:00,6:58:00,493
12146,PURI LTT SUP EX,13,BUDM,BADMAL         ,7:29:00,7:30:00,536
12146,PURI LTT SUP EX,14,TIG ,TITLAGARH      ,8:15:00,8:40:00,556
12146,PURI LTT SUP EX,15,KBJ ,KANTABANJI     ,9:07:00,9:17:00,589
12146,PURI LTT SUP EX,16,KRAR,KHARIAR ROAD   ,10:11:00,10:12:00,654
12146,PURI LTT SUP EX,17,MSMD,MAHASAMUND     ,11:01:00,11:02:00,705
12146,PURI LTT SUP EX,18,R   ,RAIPUR JN      ,12:30:00,12:55:00,759
12146,PURI LTT SUP EX,19,DURG,DURG           ,13:45:00,13:50:00,796
12146,PURI LTT SUP EX,20,G   ,GONDIA JN      ,15:38:00,15:40:00,929
12146,PURI LTT SUP EX,21,NGP ,NAGPUR         ,17:50:00,18:00:00,1059
12146,PURI LTT SUP EX,22,BD  ,BADNERA JN     ,20:45:00,20:48:00,1234
12146,PURI LTT SUP EX,23,AK  ,AKOLA JN       ,21:40:00,21:45:00,1312
12146,PURI LTT SUP EX,24,BSL ,BHUSAVAL JN    ,23:40:00,23:50:00,1452
12146,PURI LTT SUP EX,25,NK  ,NASIK ROAD     ,3:24:00,3:25:00,1709
12146,PURI LTT SUP EX,26,IGP ,IGATPURI       ,4:39:00,4:40:00,1760
12146,PURI LTT SUP EX,27,KYN ,KALYAN JN      ,6:27:00,6:30:00,1843
12146,PURI LTT SUP EX,28,LTT ,LOKMANYATILAK T,7:30:00,0:00:00,1880
12147,NIZAMUDDIN EXP ,1,KOP ,C SHAHUMHARAJ T,0:00:00,9:05:00,0
12147,NIZAMUDDIN EXP ,2,MRJ ,MIRAJ JN       ,10:15:00,10:20:00,48
12147,NIZAMUDDIN EXP ,3,SLI ,SANGLI         ,10:32:00,10:35:00,55
12147,NIZAMUDDIN EXP ,4,KRD ,KARAD          ,11:38:00,11:40:00,123
12147,NIZAMUDDIN EXP ,5,STR ,SATARA         ,12:35:00,12:38:00,181
12147,NIZAMUDDIN EXP ,6,PUNE,PUNE JN        ,15:55:00,16:10:00,327
12147,NIZAMUDDIN EXP ,7,URI ,URULI          ,16:40:00,16:41:00,355
12147,NIZAMUDDIN EXP ,7,URI ,URULI          ,16:36:00,16:37:00,355
12147,NIZAMUDDIN EXP ,8,DD  ,DAUND JN       ,17:30:00,17:45:00,402
12147,NIZAMUDDIN EXP ,9,ANG ,AHMADNAGAR     ,19:02:00,19:05:00,486
12147,NIZAMUDDIN EXP ,10,BAP ,BELAPUR        ,20:08:00,20:10:00,553
12147,NIZAMUDDIN EXP ,11,KPG ,KOPARGAON      ,20:43:00,20:45:00,597
12147,NIZAMUDDIN EXP ,12,MMR ,MANMAD JN      ,21:50:00,21:55:00,639
12147,NIZAMUDDIN EXP ,13,BSL ,BHUSAVAL JN    ,0:10:00,0:25:00,823
12147,NIZAMUDDIN EXP ,14,KNW ,KHANDWA        ,2:15:00,2:20:00,946
12147,NIZAMUDDIN EXP ,15,ET  ,ITARSI JN      ,4:40:00,4:45:00,1130
12147,NIZAMUDDIN EXP ,16,BPL ,BHOPAL  JN     ,6:25:00,6:30:00,1221
12147,NIZAMUDDIN EXP ,17,BINA,BINA JN        ,8:20:00,8:25:00,1360
12147,NIZAMUDDIN EXP ,18,JHS ,JHANSI JN      ,10:28:00,10:38:00,1512
12147,NIZAMUDDIN EXP ,19,GWL ,GWALIOR        ,11:52:00,11:57:00,1609
12147,NIZAMUDDIN EXP ,20,AGC ,AGRA CANTT     ,14:00:00,14:05:00,1728
12147,NIZAMUDDIN EXP ,21,RKM ,RAJA KI MANDI  ,14:12:00,14:14:00,1732
12147,NIZAMUDDIN EXP ,22,MTJ ,MATHURA JN     ,14:55:00,15:00:00,1782
12147,NIZAMUDDIN EXP ,23,NZM ,H NIZAMUDDIN   ,17:10:00,0:00:00,1915
12148,NZM KOP EXP    ,1,NZM ,H NIZAMUDDIN   ,0:00:00,5:55:00,0
12148,NZM KOP EXP    ,2,MTJ ,MATHURA JN     ,7:55:00,8:00:00,134
12148,NZM KOP EXP    ,3,RKM ,RAJA KI MANDI  ,8:38:00,8:40:00,184
12148,NZM KOP EXP    ,4,AGC ,AGRA CANTT     ,9:10:00,9:15:00,188
12148,NZM KOP EXP    ,5,GWL ,GWALIOR        ,10:56:00,11:01:00,306
12148,NZM KOP EXP    ,6,JHS ,JHANSI JN      ,12:35:00,12:45:00,403
12148,NZM KOP EXP    ,7,BINA,BINA JN        ,15:00:00,15:05:00,556
12148,NZM KOP EXP    ,8,BPL ,BHOPAL  JN     ,17:05:00,17:10:00,694
12148,NZM KOP EXP    ,9,ET  ,ITARSI JN      ,18:50:00,18:55:00,786
12148,NZM KOP EXP    ,10,KNW ,KHANDWA        ,21:55:00,22:00:00,969
12148,NZM KOP EXP    ,11,BSL ,BHUSAVAL JN    ,23:45:00,23:55:00,1093
12148,NZM KOP EXP    ,12,MMR ,MANMAD JN      ,2:10:00,2:15:00,1277
12148,NZM KOP EXP    ,13,KPG ,KOPARGAON      ,3:48:00,3:50:00,1318
12148,NZM KOP EXP    ,14,BAP ,BELAPUR        ,4:33:00,4:35:00,1363
12148,NZM KOP EXP    ,15,ANG ,AHMADNAGAR     ,5:32:00,5:35:00,1429
12148,NZM KOP EXP    ,16,DD  ,DAUND JN       ,7:40:00,7:55:00,1513
12148,NZM KOP EXP    ,17,URI ,URULI          ,8:32:00,8:34:00,1561
12148,NZM KOP EXP    ,18,PUNE,PUNE JN        ,9:15:00,9:30:00,1589
12148,NZM KOP EXP    ,19,STR ,SATARA         ,12:05:00,12:08:00,1734
12148,NZM KOP EXP    ,20,KRD ,KARAD          ,13:06:00,13:08:00,1793
12148,NZM KOP EXP    ,21,SLI ,SANGLI         ,14:15:00,14:18:00,1861
12148,NZM KOP EXP    ,22,MRJ ,MIRAJ JN       ,14:37:00,14:40:00,1868
12148,NZM KOP EXP    ,23,KOP ,C SHAHUMHARAJ T,16:20:00,0:00:00,1915
12149,PUNE PATNA EXP ,1,PUNE,PUNE JN        ,0:00:00,20:55:00,0
12149,PUNE PATNA EXP ,2,DD  ,DAUND JN       ,22:05:00,22:20:00,76
12149,PUNE PATNA EXP ,3,ANG ,AHMADNAGAR     ,23:37:00,23:40:00,160
12149,PUNE PATNA EXP ,4,BAP ,BELAPUR        ,0:43:00,0:45:00,227
12149,PUNE PATNA EXP ,5,KPG ,KOPARGAON      ,1:27:00,1:30:00,271
12149,PUNE PATNA EXP ,5,KPG ,KOPARGAON      ,1:28:00,1:30:00,271
12149,PUNE PATNA EXP ,6,MMR ,MANMAD JN      ,2:30:00,2:35:00,313
12149,PUNE PATNA EXP ,7,BSL ,BHUSAVAL JN    ,4:40:00,4:50:00,497
12149,PUNE PATNA EXP ,8,BAU ,BURHANPUR      ,5:29:00,5:31:00,551
12149,PUNE PATNA EXP ,9,KNW ,KHANDWA        ,7:10:00,7:15:00,621
12149,PUNE PATNA EXP ,9,KNW ,KHANDWA        ,7:20:00,7:25:00,621
12149,PUNE PATNA EXP ,10,JBP ,JABALPUR       ,13:30:00,13:40:00,1049
12149,PUNE PATNA EXP ,11,KTE ,KATNI          ,14:50:00,14:55:00,1140
12149,PUNE PATNA EXP ,12,MYR ,MAIHAR         ,15:53:00,15:55:00,1203
12149,PUNE PATNA EXP ,13,STA ,SATNA          ,16:25:00,16:35:00,1238
12149,PUNE PATNA EXP ,13,STA ,SATNA          ,16:30:00,16:40:00,1238
12149,PUNE PATNA EXP ,14,ALD ,ALLAHABAD JN   ,21:05:00,21:35:00,1416
12149,PUNE PATNA EXP ,15,NYN ,NAINI          ,22:01:00,22:02:00,1423
12149,PUNE PATNA EXP ,16,COI ,CHEOKI         ,23:00:00,23:02:00,1425
12149,PUNE PATNA EXP ,17,CAR ,CHUNAR         ,23:10:00,23:11:00,1537
12149,PUNE PATNA EXP ,18,JEP ,JEONATHPUR     ,23:45:00,23:46:00,1561
12149,PUNE PATNA EXP ,19,MGS ,MUGHAL SARAI JN,0:15:00,0:25:00,1569
12149,PUNE PATNA EXP ,20,BXR ,BUXAR          ,1:39:00,1:41:00,1663
12149,PUNE PATNA EXP ,21,ARA ,ARA            ,2:24:00,2:26:00,1731
12149,PUNE PATNA EXP ,22,PNBE,PATNA JN       ,4:00:00,0:00:00,1781
12150,PNBE PUNE EXP  ,1,PNBE,PATNA JN       ,0:00:00,22:55:00,0
12150,PNBE PUNE EXP  ,2,ARA ,ARA            ,23:40:00,23:42:00,50
12150,PNBE PUNE EXP  ,3,BXR ,BUXAR          ,0:42:00,0:44:00,118
12150,PNBE PUNE EXP  ,4,MGS ,MUGHAL SARAI JN,2:42:00,2:52:00,212
12150,PNBE PUNE EXP  ,5,MZP ,MIRZAPUR       ,3:10:00,3:11:00,275
12150,PNBE PUNE EXP  ,6,ALD ,ALLAHABAD JN   ,5:10:00,5:30:00,365
12150,PNBE PUNE EXP  ,7,STA ,SATNA          ,8:15:00,8:25:00,543
12150,PNBE PUNE EXP  ,8,MYR ,MAIHAR         ,8:48:00,8:50:00,578
12150,PNBE PUNE EXP  ,9,KTE ,KATNI          ,9:40:00,9:45:00,641
12150,PNBE PUNE EXP  ,10,JBP ,JABALPUR       ,11:20:00,11:30:00,732
12150,PNBE PUNE EXP  ,11,KNW ,KHANDWA        ,17:50:00,17:55:00,1160
12150,PNBE PUNE EXP  ,12,BAU ,BURHANPUR      ,18:44:00,18:45:00,1229
12150,PNBE PUNE EXP  ,13,BSL ,BHUSAVAL JN    ,19:30:00,19:40:00,1284
12150,PNBE PUNE EXP  ,14,MMR ,MANMAD JN      ,22:00:00,22:05:00,1468
12150,PNBE PUNE EXP  ,15,KPG ,KOPARGAON      ,0:04:00,0:05:00,1509
12150,PNBE PUNE EXP  ,16,BAP ,BELAPUR        ,0:44:00,0:45:00,1553
12150,PNBE PUNE EXP  ,17,ANG ,AHMADNAGAR     ,1:50:00,1:53:00,1620
12150,PNBE PUNE EXP  ,18,DD  ,DAUND JN       ,3:55:00,4:10:00,1704
12150,PNBE PUNE EXP  ,19,PUNE,PUNE JN        ,5:30:00,0:00:00,1780
12151,SAMARSATA EXP  ,1,LTT ,LOKMANYATILAK T,0:00:00,20:35:00,0
12151,SAMARSATA EXP  ,2,KYN ,KALYAN JN      ,21:15:00,21:18:00,38
12151,SAMARSATA EXP  ,3,IGP ,IGATPURI       ,23:03:00,23:05:00,121
12151,SAMARSATA EXP  ,4,NK  ,NASIK ROAD     ,23:48:00,23:50:00,172
12151,SAMARSATA EXP  ,5,BSL ,BHUSAVAL JN    ,3:00:00,3:10:00,429
12151,SAMARSATA EXP  ,6,AK  ,AKOLA JN       ,4:45:00,4:50:00,569
12151,SAMARSATA EXP  ,7,BD  ,BADNERA JN     ,7:10:00,7:15:00,647
12151,SAMARSATA EXP  ,8,NGP ,NAGPUR         ,10:50:00,11:05:00,821
12151,SAMARSATA EXP  ,9,G   ,GONDIA JN      ,12:41:00,12:43:00,951
12151,SAMARSATA EXP  ,10,DGG ,DONGARGARH     ,13:41:00,13:43:00,1025
12151,SAMARSATA EXP  ,11,RJN ,RAJ NANDGAON   ,13:56:00,13:58:00,1056
12151,SAMARSATA EXP  ,12,DURG,DURG           ,14:50:00,14:55:00,1085
12151,SAMARSATA EXP  ,13,R   ,RAIPUR JN      ,15:30:00,15:40:00,1122
12151,SAMARSATA EXP  ,14,BSP ,BILASPUR JN    ,17:30:00,17:45:00,1232
12151,SAMARSATA EXP  ,15,RIG ,RAIGARH        ,19:21:00,19:23:00,1365
12151,SAMARSATA EXP  ,16,JSG ,JHARSUGUDA JN  ,20:55:00,21:00:00,1438
12151,SAMARSATA EXP  ,17,ROU ,ROURKELA       ,22:25:00,22:40:00,1539
12151,SAMARSATA EXP  ,18,CKP ,CHAKRADHARPUR  ,0:10:00,0:15:00,1640
12151,SAMARSATA EXP  ,19,PRR ,PURULIA JN     ,2:03:00,2:05:00,1759
12151,SAMARSATA EXP  ,20,ADRA,ADRA JN        ,3:00:00,3:05:00,1798
12151,SAMARSATA EXP  ,21,BQA ,BANKURA        ,3:43:00,3:45:00,1851
12151,SAMARSATA EXP  ,22,MDN ,MIDNAPORE      ,5:18:00,5:20:00,1953
12151,SAMARSATA EXP  ,23,KGP ,KHARAGPUR JN   ,6:03:00,6:05:00,1966
